Date	Firm	To Grade	From Grade	Action
2012-02-21	Wunderlich	Buy		main
2012-03-01	UBS	Neutral		main
2012-04-03	The Oxen Group	Hold		main
2012-05-01	Citigroup	Buy		up
2012-07-12	PiperJaffray	Overweight	Neutral	up
2012-08-09	Deutsche Bank	Hold		main
2012-08-09	UBS	Neutral		main
2012-08-09	Jefferies	Hold		main
2013-01-03	Lazard	Buy	Neutral	up
2013-01-14	CLSA	Sell	Underperform	down
2013-01-17	Jefferies	Hold		main
2013-02-06	Citigroup	Buy		init
2013-02-08	UBS	Neutral		main
2013-02-28	Citigroup	Buy		main
2013-03-01	Northland Securities	Outperform		init
2013-03-06	Raymond James	Market Perform	Underperform	up
2013-04-26	Baird	Outperform		up
2013-05-03	Baird	Outperform	Neutral	up
2013-05-03	Jefferies	Hold		main
2013-05-16	Cowen & Co.	Outperform	Neutral	up
2013-05-16	Jefferies	Hold		main
2013-05-30	Goldman Sachs	Neutral	Sell	up
2013-06-14	Credit Suisse	Neutral		main
2013-12-12	Citigroup	Buy		main
2014-01-16	JP Morgan	Overweight		init
2014-02-13	Bank of America	Underperform		main
2014-02-19	FBR Capital	Market Perform		init
2014-04-21	Brean Capital	Buy		init
2014-04-23	Bank of America	Buy	Underperform	up
2014-04-23	Deutsche Bank	Buy	Hold	up
2014-04-25	JP Morgan	Overweight		main
2014-04-28	Credit Suisse	Neutral		main
2014-06-18	JP Morgan	Neutral	Overweight	down
2014-06-23	Brean Capital	Hold	Buy	down
2014-07-02	Canaccord Genuity	Hold		init
2014-07-10	Deutsche Bank	Buy		main
2014-07-15	JP Morgan	Neutral		main
2014-07-31	UBS	Neutral		main
2014-08-01	Brean Capital	Buy	Hold	up
2014-10-03	JP Morgan	Overweight	Neutral	up
2014-10-13	Raymond James	Outperform	Market Perform	up
2014-10-30	Canaccord Genuity	Buy		up
2014-11-17	JP Morgan	Overweight		main
2014-12-16	Morgan Stanley	Overweight	Equal-Weight	up
2015-01-13	Credit Suisse	Outperform	Neutral	up
2015-01-30	RBC Capital	Outperform	Sector Perform	up
2015-09-08	Oppenheimer	Outperform		init
2015-09-21	JP Morgan	Overweight		main
2015-11-06	Macquarie	Outperform		init
2015-11-17	Barclays	Equal-Weight		main
2016-01-05	Goldman Sachs	Neutral	Buy	down
2016-01-21	Janney Capital	Buy	Neutral	up
2016-01-22	Barclays	Overweight	Equal-Weight	up
2016-02-18	Deutsche Bank	Buy		main
2016-02-26	Northland Securities	Outperform		init
2016-03-31	Mizuho	Neutral		init
2016-04-13	Guggenheim	Neutral		init
2016-06-02	Wells Fargo	Market Perform		init
2016-07-06	UBS	Buy	Neutral	up
2016-07-27	Guggenheim	Buy	Neutral	up
2016-08-05	JP Morgan	Overweight		main
2016-08-10	UBS	Buy		main
2016-08-10	Janney Capital	Neutral	Buy	down
2016-08-10	Oppenheimer	Perform	Outperform	down
2016-08-10	Credit Suisse	Neutral	Outperform	down
2016-08-10	Deutsche Bank	Hold	Buy	down
2016-08-10	JP Morgan	Neutral	Overweight	down
2016-08-12	Morgan Stanley	Equal-Weight	Overweight	down
2016-09-08	JMP Securities	Market Underperform		init
2016-09-30	Williams Capital	Hold		init
2016-10-05	Deutsche Bank	Hold		main
2016-11-09	Bank of America	Neutral	Buy	down
2016-11-11	UBS	Neutral	Buy	down
2016-11-17	Baird	Neutral	Outperform	down
2016-11-23	Barclays	Equal-Weight		main
2016-12-06	Guggenheim	Neutral	Buy	down
2017-02-16	Oppenheimer	Outperform	Perform	up
2017-08-02	Deutsche Bank	Hold		main
2017-09-26	Bank of America	Neutral		main
2017-09-27	Morgan Stanley	Underweight	Equal-Weight	down
2017-12-11	Baird	Outperform	Neutral	up
2018-02-12	Credit Suisse	Neutral		init
2018-02-15	JP Morgan	Neutral	Neutral	main
2018-02-15	Oppenheimer	Perform	Outperform	down
2018-03-16	UBS	Neutral		init
2018-04-18	Bank of America	Neutral	Neutral	main
2018-04-19	Credit Suisse	Neutral	Neutral	main
2018-04-23	Bank of America	Underperform	Neutral	down
2018-06-07	JP Morgan	Neutral	Neutral	main
2018-06-07	Credit Suisse	Neutral	Neutral	main
2018-06-11	Baird	Neutral	Outperform	down
2018-09-19	Baird	Neutral	Neutral	main
2018-09-19	Credit Suisse	Outperform	Neutral	up
2018-10-04	Bank of America	Neutral	Underperform	up
2018-10-09	Bank of America	Neutral	Neutral	main
2019-01-08	Barclays	Underweight		init
2019-06-18	Goldman Sachs	Buy	Neutral	up
2019-06-19	Raymond James	Market Perform	Outperform	down
2020-02-04	Roth Capital	Neutral		init
2020-02-13	Cowen & Co.	Market Perform	Outperform	down
2020-03-27	JP Morgan	Neutral		main
2020-04-07	UBS	Neutral		main
2020-04-21	Credit Suisse	Outperform		main
2020-05-11	UBS	Neutral		main
2020-05-11	Credit Suisse	Outperform		main
2020-06-17	Morgan Stanley	Underweight		main
2020-07-22	Barclays	Underweight		main
2020-08-14	Morgan Stanley	Underweight		main
2020-08-31	Credit Suisse	Outperform		main
2020-09-11	Baird	Outperform	Neutral	up
2020-09-18	Morgan Stanley	Equal-Weight	Underweight	up
2020-09-23	Roth Capital	Neutral		main
